country_name,country_code,region_name,region_code,term,score,rank,refresh_date,week
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-07-24
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-07-24
Mexico,MX,Hidalgo,MX-HID,ana de armas,69,23,2025-03-19,2022-07-24
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-07-24
Mexico,MX,Hidalgo,MX-HID,blanca nieves,44,25,2025-03-19,2022-07-24
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,pensión,23,11,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,62,17,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,blanca nieves,32,25,2025-03-19,2022-07-17
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,pensión,31,11,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,blanca nieves,32,25,2025-03-19,2022-07-10
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,pensión,43,11,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2022-07-03
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,21,8,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,pensión,32,11,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2022-06-26
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,pensión,32,11,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,ana de armas,36,23,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,blanca nieves,70,25,2025-03-19,2022-06-19
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,pensión,32,11,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,ana de armas,55,23,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,blanca nieves,33,25,2025-03-19,2022-06-12
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,pensión,31,11,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,eliminatorias,2,24,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2022-06-05
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,15,8,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,pensión,30,11,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,eliminatorias,2,24,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,blanca nieves,54,25,2025-03-19,2022-05-29
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,pensión,21,11,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,blanca nieves,52,25,2025-03-19,2022-05-22
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,15,8,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,pensión,25,11,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,blanca nieves,53,25,2025-03-19,2022-05-15
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,pensión,23,11,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,contingencia ambiental cdmx no circula,,17,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,valentina gilabert,,18,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,gertz manero,,19,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,nick kyrgios,,20,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,equinoccio de primavera 2025,,21,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,shakira cdmx,,22,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,ana de armas,,23,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,eliminatorias,,24,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,blanca nieves,,25,2025-03-19,2022-05-08
Mexico,MX,Hidalgo,MX-HID,dia del hombre en mexico,,1,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,boletiworld puebla,,2,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,barcelona vs espanyol,,3,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,chelsea femenino,,4,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,liga de campeones femenina de la uefa,,5,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,calidad del aire monterrey,,6,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,starbucks x peanuts,,7,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,gerardo ortiz,,8,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,espanyol vs barcelona,,9,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,cch naucalpan,,10,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,pensión,35,11,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,champions femenina,,12,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,bukele,,13,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,atlético san luis - cruz azul,,14,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,dia del padre 2025,,15,2025-03-19,2022-05-01
Mexico,MX,Hidalgo,MX-HID,man city - chelsea,,16,2025-03-19,2022-05-01
